NAICS	PARTNER	STATE	Y_2010	Y_2011	Y_2012	Y_2013	Y_2014	Y_2015
311--FOOD & KINDRED PRODUCTS	Estonia	Connecticut	0	256500	0	99349	140572	318355
311--FOOD & KINDRED PRODUCTS	Estonia	Delaware	0	3085	0	58918	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Florida	16122	0	0	0	360646	744863
311--FOOD & KINDRED PRODUCTS	Estonia	Georgia	0	0	0	306268	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Idaho	55374	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Illinois	478177	298509	195405	276375	336322	432621
311--FOOD & KINDRED PRODUCTS	Estonia	Indiana	0	0	0	0	22500	38635
311--FOOD & KINDRED PRODUCTS	Estonia	Iowa	0	0	0	0	5752	0
311--FOOD & KINDRED PRODUCTS	Estonia	Kentucky	0	0	0	0	0	2574
311--FOOD & KINDRED PRODUCTS	Estonia	Louisiana	4916	0	0	0	0	89687
311--FOOD & KINDRED PRODUCTS	Estonia	Maryland	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Massachusetts	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Michigan	0	0	29743	0	0	53715
311--FOOD & KINDRED PRODUCTS	Estonia	Minnesota	0	0	0	9102	11437	5520
311--FOOD & KINDRED PRODUCTS	Estonia	Mississippi	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Missouri	247414	0	0	0	5603	0
311--FOOD & KINDRED PRODUCTS	Estonia	Nebraska	0	0	0	21951	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Nevada	0	0	0	0	421610	0
311--FOOD & KINDRED PRODUCTS	Estonia	New Hampshire	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	New Jersey	371400	754409	1537630	148443	1066671	112492
311--FOOD & KINDRED PRODUCTS	Estonia	New Mexico	0	0	77110	153459	122223	0
311--FOOD & KINDRED PRODUCTS	Estonia	New York	2301075	151521	126015	183872	2162696	2901751
311--FOOD & KINDRED PRODUCTS	Estonia	North Carolina	2505	0	4366	6883	5022	0
311--FOOD & KINDRED PRODUCTS	Estonia	North Dakota	108036	60270	51774	55073	38545	35714
311--FOOD & KINDRED PRODUCTS	Estonia	Ohio	0	0	21273	0	0	12355
311--FOOD & KINDRED PRODUCTS	Estonia	Oklahoma	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Oregon	0	49012	46738	78329	30864	30864
311--FOOD & KINDRED PRODUCTS	Estonia	Pennsylvania	23054	117904	0	730389	823042	500760
311--FOOD & KINDRED PRODUCTS	Estonia	South Carolina	0	31342	0	2970	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	South Dakota	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Tennessee	3020	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Texas	84346	8483	0	0	0	293931
311--FOOD & KINDRED PRODUCTS	Estonia	Unknown	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Utah	0	88051	0	0	8032	4124
311--FOOD & KINDRED PRODUCTS	Estonia	Virginia	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Estonia	Washington	0	0	0	15000	8900	4500
311--FOOD & KINDRED PRODUCTS	Estonia	Wisconsin	992873	1352968	1045482	2174246	449400	327165
311--FOOD & KINDRED PRODUCTS	Finland	Alabama	0	0	0	0	102552	0
311--FOOD & KINDRED PRODUCTS	Finland	Alaska	0	0	1185700	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Arizona	8229	10100	0	3630	6811	8635
311--FOOD & KINDRED PRODUCTS	Finland	Arkansas	29000	0	0	0	0	2742
311--FOOD & KINDRED PRODUCTS	Finland	California	6111862	7343707	8595119	8207915	8332119	10531594
311--FOOD & KINDRED PRODUCTS	Finland	Colorado	9799	0	4477	18729	207699	258341
311--FOOD & KINDRED PRODUCTS	Finland	Connecticut	88385	278136	214169	11344	285850	0
311--FOOD & KINDRED PRODUCTS	Finland	Delaware	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Florida	452486	9498	211577	349843	723295	723949
311--FOOD & KINDRED PRODUCTS	Finland	Georgia	0	0	0	12550	200714	466261
311--FOOD & KINDRED PRODUCTS	Finland	Hawaii	41530	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Illinois	4515979	6508853	5799596	26446760	20265092	1494152
311--FOOD & KINDRED PRODUCTS	Finland	Indiana	0	22450	98326	172436	131039	205576
311--FOOD & KINDRED PRODUCTS	Finland	Iowa	394900	0	3700	37807	48669	0
311--FOOD & KINDRED PRODUCTS	Finland	Kansas	0	13780	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Kentucky	565724	418234	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Louisiana	67414	3994642	72957	37895830	26121670	22470923
311--FOOD & KINDRED PRODUCTS	Finland	Maryland	33580	158828	44517	28971	12600	0
311--FOOD & KINDRED PRODUCTS	Finland	Massachusetts	0	0	56182	0	564254	0
311--FOOD & KINDRED PRODUCTS	Finland	Michigan	16708	116748	390162	17119	88750	0
311--FOOD & KINDRED PRODUCTS	Finland	Minnesota	214530	117680	0	0	0	3176129
311--FOOD & KINDRED PRODUCTS	Finland	Mississippi	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Missouri	68822	6908	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Montana	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Nebraska	188515	261787	251189	191279	142932	980812
311--FOOD & KINDRED PRODUCTS	Finland	Nevada	0	0	0	0	42159	58123
311--FOOD & KINDRED PRODUCTS	Finland	New Hampshire	0	0	22014	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	New Jersey	1625060	1423809	1208585	757029	1590113	683128
311--FOOD & KINDRED PRODUCTS	Finland	New Mexico	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	New York	3218992	2792494	689595	1743828	609402	1054795
311--FOOD & KINDRED PRODUCTS	Finland	North Carolina	204502	182228	309056	193363	338739	467430
311--FOOD & KINDRED PRODUCTS	Finland	North Dakota	201242	307164	331120	222111	130730	171942
311--FOOD & KINDRED PRODUCTS	Finland	Ohio	126703	172227	8260	5640	11500	0
311--FOOD & KINDRED PRODUCTS	Finland	Oklahoma	237627	130439	71215	44931	122414	228403
311--FOOD & KINDRED PRODUCTS	Finland	Oregon	0	257796	15457	0	31575	62496
311--FOOD & KINDRED PRODUCTS	Finland	Pennsylvania	267130	233867	520227	531492	669054	173947
311--FOOD & KINDRED PRODUCTS	Finland	Puerto Rico	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	South Carolina	828567	745541	1015725	526430	518179	329406
311--FOOD & KINDRED PRODUCTS	Finland	South Dakota	0	0	0	7222	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Tennessee	33660	0	50109	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Texas	66894	593290	373331	229529	580973	3182346
311--FOOD & KINDRED PRODUCTS	Finland	Unknown	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Utah	28800	0	141772	82104	70004	244213
311--FOOD & KINDRED PRODUCTS	Finland	Vermont	0	1496838	2410800	3930350	189000	0
311--FOOD & KINDRED PRODUCTS	Finland	Virginia	0	0	0	13211	63788	143416
311--FOOD & KINDRED PRODUCTS	Finland	Washington	78593	164993	4625	0	0	72497
311--FOOD & KINDRED PRODUCTS	Finland	West Virginia	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Finland	Wisconsin	226272	312965	319062	195923	1044614	395642
311--FOOD & KINDRED PRODUCTS	France	Alabama	34455	23000	0	0	94653	50000
311--FOOD & KINDRED PRODUCTS	France	Alaska	33696	1587390	0	74358	0	139364
311--FOOD & KINDRED PRODUCTS	France	Arizona	353854	464665	269808	776735	200665	381268
311--FOOD & KINDRED PRODUCTS	France	Arkansas	7893	0	196431	0	0	0
311--FOOD & KINDRED PRODUCTS	France	California	17038314	19771885	16066403	17496444	20272242	18658471
311--FOOD & KINDRED PRODUCTS	France	Colorado	63198	252827	882321	85636	841078	1593814
311--FOOD & KINDRED PRODUCTS	France	Connecticut	978892	1264418	1184654	669143	244448	143876
311--FOOD & KINDRED PRODUCTS	France	D.C. Washington	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	France	Delaware	270482	121936	74724	110266	125832	253381
311--FOOD & KINDRED PRODUCTS	France	Florida	2532503	2328816	2658189	2281831	3955849	1817591
311--FOOD & KINDRED PRODUCTS	France	Georgia	1264954	1038300	637836	16721034	28585261	20147716
311--FOOD & KINDRED PRODUCTS	France	Hawaii	121548	391296	347026	408590	710285	986542
311--FOOD & KINDRED PRODUCTS	France	Idaho	0	38802	53084	165825	234090	166590
311--FOOD & KINDRED PRODUCTS	France	Illinois	6061899	6995421	7342684	5100534	5693918	6271272
311--FOOD & KINDRED PRODUCTS	France	Indiana	2831401	149105	293396	492544	621811	767221
311--FOOD & KINDRED PRODUCTS	France	Iowa	1606547	4639487	3452305	4662885	2851632	2673006
311--FOOD & KINDRED PRODUCTS	France	Kansas	52373	251939	704753	32897425	2192100	595264
311--FOOD & KINDRED PRODUCTS	France	Kentucky	1281568	92118	639758	128587	153340	85610
311--FOOD & KINDRED PRODUCTS	France	Louisiana	99683078	48715624	34777162	66746060	71684273	52077409
311--FOOD & KINDRED PRODUCTS	France	Maine	0	20353	5441	179721	43613	148570
311--FOOD & KINDRED PRODUCTS	France	Maryland	10400	319726	154551	145263	45405	299011
311--FOOD & KINDRED PRODUCTS	France	Massachusetts	4273570	4573047	2751331	1414367	1060928	1739161
311--FOOD & KINDRED PRODUCTS	France	Michigan	609503	1177051	1259783	878592	1018282	1114665
311--FOOD & KINDRED PRODUCTS	France	Minnesota	342009	889390	1340806	639108	2318015	1147747
311--FOOD & KINDRED PRODUCTS	France	Mississippi	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	France	Missouri	1610480	1972078	1281487	1349832	2511762	1066755
311--FOOD & KINDRED PRODUCTS	France	Montana	17000	0	0	0	2880	0
311--FOOD & KINDRED PRODUCTS	France	Nebraska	346484	1246935	2584696	1454318	5817941	2427254
311--FOOD & KINDRED PRODUCTS	France	Nevada	14820	55600	54825	62214	48233	16107
311--FOOD & KINDRED PRODUCTS	France	New Hampshire	24932	6939	90812	75519	82078	54963
311--FOOD & KINDRED PRODUCTS	France	New Jersey	8581569	6830605	9817194	10527287	8814998	13257624
311--FOOD & KINDRED PRODUCTS	France	New Mexico	0	9400	17000	408406	313602	0
311--FOOD & KINDRED PRODUCTS	France	New York	4840613	4875033	3036117	2472765	4210867	3291337
311--FOOD & KINDRED PRODUCTS	France	North Carolina	6489737	1508574	197997	295474	429496	331222
311--FOOD & KINDRED PRODUCTS	France	North Dakota	81858	631890	310336	851449	74605	0
311--FOOD & KINDRED PRODUCTS	France	Ohio	4996827	5500046	5143981	4845351	2231831	3355496
311--FOOD & KINDRED PRODUCTS	France	Oklahoma	149001	28057	0	66468	58927	0
311--FOOD & KINDRED PRODUCTS	France	Oregon	429618	1253427	684427	1683354	662922	961611
311--FOOD & KINDRED PRODUCTS	France	Pennsylvania	2982234	3442154	3825612	3242902	6307796	3147382
311--FOOD & KINDRED PRODUCTS	France	Puerto Rico	371915	304182	333501	375965	182287	145328
311--FOOD & KINDRED PRODUCTS	France	Rhode Island	0	0	0	5406	0	0
311--FOOD & KINDRED PRODUCTS	France	South Carolina	738378	2248546	2463464	4034870	3851113	1944609
311--FOOD & KINDRED PRODUCTS	France	South Dakota	0	5222	0	0	0	0
311--FOOD & KINDRED PRODUCTS	France	Tennessee	0	56697	116142	0	131605	3100
311--FOOD & KINDRED PRODUCTS	France	Texas	8571374	8029138	9001282	6473393	6970671	5827013
311--FOOD & KINDRED PRODUCTS	France	Unknown	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	France	Utah	1542904	973039	882749	772756	982105	1067189
311--FOOD & KINDRED PRODUCTS	France	Vermont	0	8601	0	0	37103	131486
311--FOOD & KINDRED PRODUCTS	France	Virginia	132814	156581	150831	12309795	1021478	255515
311--FOOD & KINDRED PRODUCTS	France	Washington	2698429	3852427	1698153	5465331	2135281	3999078
311--FOOD & KINDRED PRODUCTS	France	West Virginia	0	0	76050	0	0	0
311--FOOD & KINDRED PRODUCTS	France	Wisconsin	2674969	2577733	2514308	1731541	1802070	931883
311--FOOD & KINDRED PRODUCTS	Germany	Alabama	697438	202530	21812	1182496	1476733	2014714
311--FOOD & KINDRED PRODUCTS	Germany	Alaska	1919060	1838972	426160	710144	6126369	2102702
311--FOOD & KINDRED PRODUCTS	Germany	Arizona	468913	681772	844055	89301	96205	23261
311--FOOD & KINDRED PRODUCTS	Germany	Arkansas	92589	7136	43171	61238	68685	56480
311--FOOD & KINDRED PRODUCTS	Germany	California	95415892	92727307	81331969	93496035	93412086	105614462
311--FOOD & KINDRED PRODUCTS	Germany	Colorado	925196	1394969	1037498	1560596	1394762	1013317
311--FOOD & KINDRED PRODUCTS	Germany	Connecticut	1601117	5447605	1576609	825543	1025855	1511342
311--FOOD & KINDRED PRODUCTS	Germany	D.C. Washington	0	0	0	0	69484	49728
311--FOOD & KINDRED PRODUCTS	Germany	Delaware	101654	96844	18929414	4452700	571242	145441
311--FOOD & KINDRED PRODUCTS	Germany	Florida	15156692	28763602	33596040	43308009	36061468	25965691
311--FOOD & KINDRED PRODUCTS	Germany	Georgia	8681217	6942139	11495220	30935232	11844876	17388736
311--FOOD & KINDRED PRODUCTS	Germany	Hawaii	941843	789830	706916	88787	169254	144735
311--FOOD & KINDRED PRODUCTS	Germany	Idaho	125919	254983	2004724	2942795	257758	1423658
311--FOOD & KINDRED PRODUCTS	Germany	Illinois	9951142	11986066	15437703	14540734	21323282	29512954
311--FOOD & KINDRED PRODUCTS	Germany	Indiana	47987908	47968882	23645553	35351189	31927505	9025744
311--FOOD & KINDRED PRODUCTS	Germany	Iowa	8981685	14086555	12296414	20208069	39993412	24490638
311--FOOD & KINDRED PRODUCTS	Germany	Kansas	1273561	3323367	2603636	1364363	1822432	2770468
311--FOOD & KINDRED PRODUCTS	Germany	Kentucky	1077167	107168	1138308	824785	2396509	1711104
311--FOOD & KINDRED PRODUCTS	Germany	Louisiana	47911075	62345455	57516822	66695389	80425691	26073144
311--FOOD & KINDRED PRODUCTS	Germany	Maine	215056	40743	10038	28581	16831	719106
311--FOOD & KINDRED PRODUCTS	Germany	Maryland	970392	821991	667010	97551	8344363	3435489
311--FOOD & KINDRED PRODUCTS	Germany	Massachusetts	2229973	3175426	2283143	3853971	6297093	4385686
311--FOOD & KINDRED PRODUCTS	Germany	Michigan	5924241	8274078	3911617	4924613	5319941	4516278
311--FOOD & KINDRED PRODUCTS	Germany	Minnesota	6998766	9866894	11547456	11067635	3109071	4108776
311--FOOD & KINDRED PRODUCTS	Germany	Mississippi	4301	0	14170	0	0	3853
311--FOOD & KINDRED PRODUCTS	Germany	Missouri	10195941	10394232	5062902	1302840	1817118	2030845
311--FOOD & KINDRED PRODUCTS	Germany	Montana	557896	720510	1896721	739294	429033	1008255
311--FOOD & KINDRED PRODUCTS	Germany	Nebraska	25476963	31505717	37651243	42772397	35533119	25507542
311--FOOD & KINDRED PRODUCTS	Germany	Nevada	38992	67156	294855	176141	102183	130977
311--FOOD & KINDRED PRODUCTS	Germany	New Hampshire	112044	55574	3957865	793856	8404001	3020277
311--FOOD & KINDRED PRODUCTS	Germany	New Jersey	11572014	6757237	19797959	9410687	30400695	13919993
311--FOOD & KINDRED PRODUCTS	Germany	New Mexico	27480	38672	28203	261658	202828	62643
311--FOOD & KINDRED PRODUCTS	Germany	New York	11594608	11926082	15800059	22725307	23242971	14039502
311--FOOD & KINDRED PRODUCTS	Germany	North Carolina	1099682	1184673	1743453	1769934	724442	739513
311--FOOD & KINDRED PRODUCTS	Germany	North Dakota	233542	524763	49185	31815	61660	86319
311--FOOD & KINDRED PRODUCTS	Germany	Ohio	2891541	10252293	2435568	1672372	2527466	2840717
311--FOOD & KINDRED PRODUCTS	Germany	Oklahoma	1735593	3346436	2555512	1259496	939594	222919
311--FOOD & KINDRED PRODUCTS	Germany	Oregon	8154411	9874178	5412416	5361489	5202889	6660558
311--FOOD & KINDRED PRODUCTS	Germany	Pennsylvania	7388856	5147581	5204028	5228063	8164780	9017699
311--FOOD & KINDRED PRODUCTS	Germany	Puerto Rico	550157	346814	6418	0	83671	40141
311--FOOD & KINDRED PRODUCTS	Germany	Rhode Island	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Germany	South Carolina	5152094	4797661	7674276	8400869	9967770	7903231
311--FOOD & KINDRED PRODUCTS	Germany	South Dakota	582171	3053	0	828162	0	0
311--FOOD & KINDRED PRODUCTS	Germany	Tennessee	533437	749924	1271185	1081057	740783	422507
311--FOOD & KINDRED PRODUCTS	Germany	Texas	8163706	10590658	7765386	6022418	7615509	7657638
311--FOOD & KINDRED PRODUCTS	Germany	Unknown	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Germany	Utah	1852640	1974321	3223851	2712631	3746232	2635407
311--FOOD & KINDRED PRODUCTS	Germany	Vermont	20336	332850	698159	123705	3325	220292
311--FOOD & KINDRED PRODUCTS	Germany	Virgin Islands	0	0	0	0	0	38750
311--FOOD & KINDRED PRODUCTS	Germany	Virginia	1973121	449728	17773159	12379036	16734743	12949506
311--FOOD & KINDRED PRODUCTS	Germany	Washington	21629585	31038071	23475962	15613810	17287305	17904948
311--FOOD & KINDRED PRODUCTS	Germany	West Virginia	441658	247911	161955	64958	232763	335811
311--FOOD & KINDRED PRODUCTS	Germany	Wisconsin	8409998	11616262	10360737	9485758	8084459	9553944
311--FOOD & KINDRED PRODUCTS	Germany	Wyoming	0	0	5700	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Alabama	49604	17400	85125	12327	55168	0
311--FOOD & KINDRED PRODUCTS	Greece	Alaska	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Arizona	166625	170911	159519	116025	107529	57151
311--FOOD & KINDRED PRODUCTS	Greece	Arkansas	0	0	0	43350	0	0
311--FOOD & KINDRED PRODUCTS	Greece	California	2316496	1833628	1610757	1648521	2079468	11811297
311--FOOD & KINDRED PRODUCTS	Greece	Colorado	23760	3588	0	0	16993	0
311--FOOD & KINDRED PRODUCTS	Greece	Connecticut	54467	58379	0	0	59368	73941
311--FOOD & KINDRED PRODUCTS	Greece	D.C. Washington	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Delaware	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Florida	723370	880021	997944	962069	1140609	407355
311--FOOD & KINDRED PRODUCTS	Greece	Georgia	3429716	1867636	1515436	4757513	674088	226814
311--FOOD & KINDRED PRODUCTS	Greece	Hawaii	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Idaho	0	0	0	0	3529	2690
311--FOOD & KINDRED PRODUCTS	Greece	Illinois	747668	2175863	519534	662216	640726	813221
311--FOOD & KINDRED PRODUCTS	Greece	Indiana	284674	29303	1497473	1391379	1367355	916983
311--FOOD & KINDRED PRODUCTS	Greece	Iowa	190961	152135	293532	297397	156099	125772
311--FOOD & KINDRED PRODUCTS	Greece	Kansas	46332	7166	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Kentucky	170126	34781	0	84258	104924	0
311--FOOD & KINDRED PRODUCTS	Greece	Louisiana	4583461	2584136	478646	9407497	4877606	4970969
311--FOOD & KINDRED PRODUCTS	Greece	Maine	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Maryland	204404	81429	50504	962500	1979863	2620
311--FOOD & KINDRED PRODUCTS	Greece	Massachusetts	88790	137775	86122	172339	668865	335014
311--FOOD & KINDRED PRODUCTS	Greece	Michigan	646144	417808	21172	27524	266608	158873
311--FOOD & KINDRED PRODUCTS	Greece	Minnesota	149881	68477	123334	120399	9333	25322
311--FOOD & KINDRED PRODUCTS	Greece	Mississippi	230095	3240	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Missouri	471477	404296	354558	415407	37135	49208
311--FOOD & KINDRED PRODUCTS	Greece	Montana	0	44696	0	32424	36116	0
311--FOOD & KINDRED PRODUCTS	Greece	Nebraska	387516	437558	132184	79380	10759	12539
311--FOOD & KINDRED PRODUCTS	Greece	Nevada	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	New Hampshire	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	New Jersey	486803	664455	405421	575861	1213173	377322
311--FOOD & KINDRED PRODUCTS	Greece	New York	1890766	2320318	1910198	2926085	2151561	2210325
311--FOOD & KINDRED PRODUCTS	Greece	North Carolina	1076370	1040388	304682	57252	4602	4050
311--FOOD & KINDRED PRODUCTS	Greece	North Dakota	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Ohio	257539	86617	44944	52826	13252	0
311--FOOD & KINDRED PRODUCTS	Greece	Oklahoma	0	141846	67649	122869	325823	204126
311--FOOD & KINDRED PRODUCTS	Greece	Oregon	55858	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Pennsylvania	1292591	1328292	596339	259831	664302	870352
311--FOOD & KINDRED PRODUCTS	Greece	Puerto Rico	10137	15450	11700	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Rhode Island	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	South Carolina	784225	426349	59382	894070	44833	2909
311--FOOD & KINDRED PRODUCTS	Greece	South Dakota	77787	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Tennessee	134692	0	0	0	75650	12098
311--FOOD & KINDRED PRODUCTS	Greece	Texas	754034	417857	172249	85443	224940	72202
311--FOOD & KINDRED PRODUCTS	Greece	Unknown	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Utah	3833665	5532695	6958055	5682702	5077479	4202188
311--FOOD & KINDRED PRODUCTS	Greece	Vermont	0	0	0	0	0	94384
311--FOOD & KINDRED PRODUCTS	Greece	Virginia	3729206	111482	4506	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Washington	248676	112683	156734	143717	116100	23619
311--FOOD & KINDRED PRODUCTS	Greece	West Virginia	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Greece	Wisconsin	380446	529299	482839	966654	1452585	1382526
311--FOOD & KINDRED PRODUCTS	Hungary	Alaska	0	36358	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Arizona	6028	0	4100	14269	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	California	4899633	2077764	1342615	1481451	1612032	1247931
311--FOOD & KINDRED PRODUCTS	Hungary	Colorado	174871	59700	105609	38334	121266	235020
311--FOOD & KINDRED PRODUCTS	Hungary	Connecticut	47696	203366	120135	639853	491753	27272
311--FOOD & KINDRED PRODUCTS	Hungary	Delaware	127820	0	3440	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Florida	20287	275756	611862	1764937	467488	520110
311--FOOD & KINDRED PRODUCTS	Hungary	Georgia	26309	0	0	138912	4063	134680
311--FOOD & KINDRED PRODUCTS	Hungary	Hawaii	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Idaho	0	40720	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Illinois	484807	913209	1470294	739982	1130188	1208661
311--FOOD & KINDRED PRODUCTS	Hungary	Indiana	3805	3835	908388	2641219	1468497	384063
311--FOOD & KINDRED PRODUCTS	Hungary	Iowa	72494	315788	266477	338358	387863	310395
311--FOOD & KINDRED PRODUCTS	Hungary	Kansas	0	4378	5148	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Kentucky	0	0	0	189731	492603	250006
311--FOOD & KINDRED PRODUCTS	Hungary	Louisiana	25941	17215	61942	54281	110040	50657
311--FOOD & KINDRED PRODUCTS	Hungary	Maryland	0	2720	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Massachusetts	78000	136568	78088	154120	84300	189460
311--FOOD & KINDRED PRODUCTS	Hungary	Michigan	995006	100652	5039	0	74383	0
311--FOOD & KINDRED PRODUCTS	Hungary	Minnesota	268260	117235	72470	25174	40800	33669
311--FOOD & KINDRED PRODUCTS	Hungary	Mississippi	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Missouri	0	4374	0	4250	105379	118354
311--FOOD & KINDRED PRODUCTS	Hungary	Montana	23615	77099	97000	135772	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Nebraska	0	0	20300	818691	26254	5680
311--FOOD & KINDRED PRODUCTS	Hungary	Nevada	0	39273	28875	28875	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	New Hampshire	11048	22413	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	New Jersey	272259	1384119	1503369	4175275	1834958	379430
311--FOOD & KINDRED PRODUCTS	Hungary	New Mexico	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	New York	691804	1024112	720748	1721836	1536466	1198477
311--FOOD & KINDRED PRODUCTS	Hungary	North Carolina	0	171820	4450	376569	127369	144789
311--FOOD & KINDRED PRODUCTS	Hungary	North Dakota	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Ohio	4581	26493	34276	213240	549946	915365
311--FOOD & KINDRED PRODUCTS	Hungary	Oklahoma	258901	129615	151641	102210	59052	64843
311--FOOD & KINDRED PRODUCTS	Hungary	Oregon	0	35000	6244	29948	109183	0
311--FOOD & KINDRED PRODUCTS	Hungary	Pennsylvania	49190	163849	246626	172520	4184	55333
311--FOOD & KINDRED PRODUCTS	Hungary	Puerto Rico	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	South Carolina	168444	295458	118031	135324	215515	310808
311--FOOD & KINDRED PRODUCTS	Hungary	South Dakota	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Tennessee	87975	92000	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Texas	49669	977185	50091	342697	331762	164347
311--FOOD & KINDRED PRODUCTS	Hungary	Unknown	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Utah	45236	139652	136436	591400	648441	245241
311--FOOD & KINDRED PRODUCTS	Hungary	Vermont	53890	0	0	32532	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Virginia	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Washington	3048	0	26901	42656	0	75426
311--FOOD & KINDRED PRODUCTS	Hungary	West Virginia	0	36890	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Hungary	Wisconsin	171698	170901	152191	107685	170316	134230
311--FOOD & KINDRED PRODUCTS	Ireland	Alabama	0	4037838	47537	222708	26003	0
311--FOOD & KINDRED PRODUCTS	Ireland	Arizona	14102	3200	83408	33272	4680	0
311--FOOD & KINDRED PRODUCTS	Ireland	Arkansas	0	0	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Ireland	California	4879586	8030204	10987216	12710208	18220746	14899986
311--FOOD & KINDRED PRODUCTS	Ireland	Colorado	2592	107566	9402	19736	39212	38468
311--FOOD & KINDRED PRODUCTS	Ireland	Connecticut	90863	0	9000	4019	0	38689
311--FOOD & KINDRED PRODUCTS	Ireland	Delaware	4408	38537	0	0	0	0
311--FOOD & KINDRED PRODUCTS	Ireland	Florida	11991424	6740775	19053067	17896170	22320794	4128395
